Equipment ID;Date of Inspection;Pos;Component/Function;Inspection Type;Fieldworker Name;Notes
HCK_EQ003;04/03/2025;P;Combustion system;O;Charlie;No issues found during inspection
HCK_EQ004;04/04/2025;A;Safety devices against overpressure (safety valves);O;Alice;Routine check with no anomalies
HCK_EQ004;04/04/2025;D;Valves;O;Bob;Minor corrosion detected on lower flange
HCK_EQ004;04/04/2025;E;Feedwater regulation;O;Alice;Calibration performed successfully
HCK_EQ004;04/04/2025;F;Low-level limiter;O;Alice;Calibration performed successfully
HCK_EQ004;04/04/2025;G;Steam pressure and temperature;O;Alice;Leak detected and sealed
HCK_EQ004;04/04/2025;H;Pressure limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ004;04/04/2025;I;Temperature limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ004;04/04/2025;J;Water quality devices;O;Bob;Pressure valve replaced
HCK_EQ004;04/04/2025;K;Safety system;O;Alice;Temperature sensor replaced
HCK_EQ004;04/04/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Minor corrosion detected on lower flange
HCK_EQ004;04/04/2025;M;Steam pressure and temperature regulators;O;Diana;Leak detected and sealed
HCK_EQ004;04/04/2025;N;Feedwater system;O;Bob;Feedwater pump maintenance completed
HCK_EQ004;04/04/2025;P;Combustion system;O;Diana;Safety valve adjusted
HCK_EQ001;04/05/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Pressure valve replaced
HCK_EQ001;04/05/2025;D;Valves;O;Alice;Temperature sensor replaced
HCK_EQ001;04/05/2025;E;Feedwater regulation;O;Diana;Water quality within acceptable range
HCK_EQ001;04/05/2025;F;Low-level limiter;O;Charlie;No issues found during inspection
HCK_EQ001;04/05/2025;G;Steam pressure and temperature;O;Bob;Routine check with no anomalies
HCK_EQ001;04/05/2025;H;Pressure limiter;O;Diana;Safety valve adjusted
HCK_EQ001;04/05/2025;I;Temperature limiter;O;Diana;Water quality within acceptable range
HCK_EQ001;04/05/2025;J;Water quality devices;O;Alice;Calibration performed successfully
HCK_EQ001;04/05/2025;K;Safety system;O;Charlie;Leak detected and sealed
HCK_EQ001;04/05/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;No issues found during inspection
HCK_EQ001;04/05/2025;M;Steam pressure and temperature regulators;O;Charlie;Water quality within acceptable range
HCK_EQ001;04/05/2025;N;Feedwater system;O;Alice;Pressure valve replaced
HCK_EQ001;04/05/2025;P;Combustion system;O;Charlie;No issues found during inspection
HCK_EQ002;04/06/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Feedwater pump maintenance completed
HCK_EQ002;04/06/2025;D;Valves;O;Diana;Feedwater pump maintenance completed
HCK_EQ002;04/06/2025;E;Feedwater regulation;O;Diana;Routine check with no anomalies
HCK_EQ002;04/06/2025;F;Low-level limiter;O;Charlie;Safety valve adjusted
HCK_EQ002;04/06/2025;G;Steam pressure and temperature;O;Alice;Routine check with no anomalies
HCK_EQ002;04/06/2025;H;Pressure limiter;O;Diana;Leak detected and sealed
HCK_EQ002;04/06/2025;I;Temperature limiter;O;Diana;Water quality within acceptable range
HCK_EQ002;04/06/2025;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ002;04/06/2025;K;Safety system;O;Diana;Leak detected and sealed
HCK_EQ002;04/06/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Leak detected and sealed
HCK_EQ002;04/06/2025;M;Steam pressure and temperature regulators;O;Alice;No issues found during inspection
HCK_EQ002;04/06/2025;N;Feedwater system;O;Bob;Temperature sensor replaced
HCK_EQ002;04/06/2025;P;Combustion system;O;Alice;Safety valve adjusted
HCK_EQ003;04/06/2025;A;Safety devices against overpressure (safety valves);O;Bob;Water quality within acceptable range
HCK_EQ003;04/06/2025;D;Valves;O;Bob;Water quality within acceptable range
HCK_EQ003;04/06/2025;E;Feedwater regulation;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;04/06/2025;F;Low-level limiter;O;Bob;Leak detected and sealed
HCK_EQ003;04/06/2025;G;Steam pressure and temperature;O;Charlie;Leak detected and sealed
HCK_EQ003;04/06/2025;H;Pressure limiter;O;Diana;No issues found during inspection
HCK_EQ003;04/06/2025;I;Temperature limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;04/06/2025;J;Water quality devices;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;04/06/2025;K;Safety system;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;04/06/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Safety valve adjusted
HCK_EQ003;04/06/2025;M;Steam pressure and temperature regulators;O;Diana;Safety valve adjusted
HCK_EQ003;04/06/2025;N;Feedwater system;O;Diana;Water quality within acceptable range
HCK_EQ003;04/06/2025;P;Combustion system;O;Charlie;Leak detected and sealed
HCK_EQ004;04/07/2025;A;Safety devices against overpressure (safety valves);O;Alice;Leak detected and sealed
HCK_EQ004;04/07/2025;D;Valves;O;Diana;Calibration performed successfully
HCK_EQ004;04/07/2025;E;Feedwater regulation;O;Diana;Feedwater pump maintenance completed
HCK_EQ004;04/07/2025;F;Low-level limiter;O;Diana;Water quality within acceptable range
HCK_EQ004;04/07/2025;G;Steam pressure and temperature;O;Charlie;Pressure valve replaced
HCK_EQ004;04/07/2025;H;Pressure limiter;O;Charlie;Calibration performed successfully
HCK_EQ004;04/07/2025;I;Temperature limiter;O;Charlie;Safety valve adjusted
HCK_EQ004;04/07/2025;J;Water quality devices;O;Charlie;Leak detected and sealed
HCK_EQ004;04/07/2025;K;Safety system;O;Charlie;Pressure valve replaced
HCK_EQ004;04/07/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Leak detected and sealed
HCK_EQ004;04/07/2025;M;Steam pressure and temperature regulators;O;Diana;Calibration performed successfully
HCK_EQ004;04/07/2025;N;Feedwater system;O;Charlie;Routine check with no anomalies
HCK_EQ004;04/07/2025;P;Combustion system;O;Charlie;Routine check with no anomalies
HCK_EQ001;04/08/2025;A;Safety devices against overpressure (safety valves);O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/08/2025;D;Valves;O;Alice;Water quality within acceptable range
HCK_EQ001;04/08/2025;E;Feedwater regulation;O;Diana;Safety valve adjusted
HCK_EQ001;04/08/2025;F;Low-level limiter;O;Diana;No issues found during inspection
HCK_EQ001;04/08/2025;G;Steam pressure and temperature;O;Charlie;Pressure valve replaced
HCK_EQ001;04/08/2025;H;Pressure limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ001;04/08/2025;I;Temperature limiter;O;Alice;Calibration performed successfully
HCK_EQ001;04/08/2025;J;Water quality devices;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;04/08/2025;K;Safety system;O;Diana;Water quality within acceptable range
HCK_EQ001;04/08/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Leak detected and sealed
HCK_EQ001;04/08/2025;M;Steam pressure and temperature regulators;O;Charlie;Calibration performed successfully
HCK_EQ001;04/08/2025;N;Feedwater system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;04/08/2025;P;Combustion system;O;Alice;Pressure valve replaced
HCK_EQ002;04/09/2025;A;Safety devices against overpressure (safety valves);O;Alice;Pressure valve replaced
HCK_EQ002;04/09/2025;D;Valves;O;Bob;Leak detected and sealed
HCK_EQ002;04/09/2025;E;Feedwater regulation;O;Bob;Pressure valve replaced
HCK_EQ002;04/09/2025;F;Low-level limiter;O;Bob;Pressure valve replaced
HCK_EQ002;04/09/2025;G;Steam pressure and temperature;O;Diana;Pressure valve replaced
HCK_EQ002;04/09/2025;H;Pressure limiter;O;Diana;Temperature sensor replaced
HCK_EQ002;04/09/2025;I;Temperature limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ002;04/09/2025;J;Water quality devices;O;Charlie;Routine check with no anomalies
HCK_EQ002;04/09/2025;K;Safety system;O;Diana;Feedwater pump maintenance completed
HCK_EQ002;04/09/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Routine check with no anomalies
HCK_EQ002;04/09/2025;M;Steam pressure and temperature regulators;O;Diana;Temperature sensor replaced
HCK_EQ002;04/09/2025;N;Feedwater system;O;Charlie;Temperature sensor replaced
HCK_EQ002;04/09/2025;P;Combustion system;O;Bob;No issues found during inspection
HCK_EQ003;04/09/2025;A;Safety devices against overpressure (safety valves);O;Alice;Safety valve adjusted
HCK_EQ003;04/09/2025;B;Boiler level indicators;T;Charlie;Leak detected and sealed
HCK_EQ003;04/09/2025;C;Discharge devices, continuous and intermittent blowdown;T;Charlie;Temperature sensor replaced
HCK_EQ003;04/09/2025;D;Valves;O;Diana;Leak detected and sealed
HCK_EQ003;04/09/2025;E;Feedwater regulation;O;Charlie;Temperature sensor replaced
HCK_EQ003;04/09/2025;F;Low-level limiter;O;Bob;Routine check with no anomalies
HCK_EQ003;04/09/2025;F;Low-level limiter;T;Diana;Leak detected and sealed
HCK_EQ003;04/09/2025;G;Steam pressure and temperature;O;Diana;Routine check with no anomalies
HCK_EQ003;04/09/2025;H;Pressure limiter;O;Diana;Temperature sensor replaced
HCK_EQ003;04/09/2025;H;Pressure limiter;T;Bob;Pressure valve replaced
HCK_EQ003;04/09/2025;I;Temperature limiter;O;Bob;Pressure valve replaced
HCK_EQ003;04/09/2025;I;Temperature limiter;T;Diana;Temperature sensor replaced
HCK_EQ003;04/09/2025;J;Water quality devices;O;Diana;Leak detected and sealed
HCK_EQ003;04/09/2025;K;Safety system;O;Diana;Safety valve adjusted
HCK_EQ003;04/09/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Routine check with no anomalies
HCK_EQ003;04/09/2025;M;Steam pressure and temperature regulators;O;Alice;Water quality within acceptable range
HCK_EQ003;04/09/2025;N;Feedwater system;O;Charlie;No issues found during inspection
HCK_EQ003;04/09/2025;N;Feedwater system;T;Bob;Calibration performed successfully
HCK_EQ003;04/09/2025;O;Feedwater and boiler water quality;T;Diana;No issues found during inspection
HCK_EQ003;04/09/2025;P;Combustion system;O;Diana;Temperature sensor replaced
HCK_EQ004;04/10/2025;A;Safety devices against overpressure (safety valves);O;Bob;Minor corrosion detected on lower flange
HCK_EQ004;04/10/2025;D;Valves;O;Bob;Feedwater pump maintenance completed
HCK_EQ004;04/10/2025;E;Feedwater regulation;O;Charlie;Pressure valve replaced
HCK_EQ004;04/10/2025;F;Low-level limiter;O;Diana;No issues found during inspection
HCK_EQ004;04/10/2025;G;Steam pressure and temperature;O;Alice;Safety valve adjusted
HCK_EQ004;04/10/2025;H;Pressure limiter;O;Alice;Pressure valve replaced
HCK_EQ004;04/10/2025;I;Temperature limiter;O;Charlie;Calibration performed successfully
HCK_EQ004;04/10/2025;J;Water quality devices;O;Bob;Water quality within acceptable range
HCK_EQ004;04/10/2025;K;Safety system;O;Charlie;Pressure valve replaced
HCK_EQ004;04/10/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;No issues found during inspection
HCK_EQ004;04/10/2025;M;Steam pressure and temperature regulators;O;Bob;Safety valve adjusted
HCK_EQ004;04/10/2025;N;Feedwater system;O;Alice;Feedwater pump maintenance completed
HCK_EQ004;04/10/2025;P;Combustion system;O;Bob;No issues found during inspection
HCK_EQ001;04/11/2025;A;Safety devices against overpressure (safety valves);O;Alice;Calibration performed successfully
HCK_EQ001;04/11/2025;D;Valves;O;Charlie;Calibration performed successfully
HCK_EQ001;04/11/2025;E;Feedwater regulation;O;Diana;Safety valve adjusted
HCK_EQ001;04/11/2025;F;Low-level limiter;O;Charlie;Temperature sensor replaced
HCK_EQ001;04/11/2025;G;Steam pressure and temperature;O;Charlie;No issues found during inspection
HCK_EQ001;04/11/2025;H;Pressure limiter;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;04/11/2025;I;Temperature limiter;O;Diana;Routine check with no anomalies
HCK_EQ001;04/11/2025;J;Water quality devices;O;Alice;Water quality within acceptable range
HCK_EQ001;04/11/2025;K;Safety system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;04/11/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;04/11/2025;M;Steam pressure and temperature regulators;O;Diana;Leak detected and sealed
HCK_EQ001;04/11/2025;N;Feedwater system;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/11/2025;P;Combustion system;O;Charlie;Safety valve adjusted
HCK_EQ002;04/12/2025;A;Safety devices against overpressure (safety valves);O;Bob;Temperature sensor replaced
HCK_EQ002;04/12/2025;D;Valves;O;Alice;Minor corrosion detected on lower flange
HCK_EQ002;04/12/2025;E;Feedwater regulation;O;Diana;Minor corrosion detected on lower flange
HCK_EQ002;04/12/2025;F;Low-level limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ002;04/12/2025;G;Steam pressure and temperature;O;Bob;Calibration performed successfully
HCK_EQ002;04/12/2025;H;Pressure limiter;O;Bob;Water quality within acceptable range
HCK_EQ002;04/12/2025;I;Temperature limiter;O;Charlie;Temperature sensor replaced
HCK_EQ002;04/12/2025;J;Water quality devices;O;Charlie;Pressure valve replaced
HCK_EQ002;04/12/2025;K;Safety system;O;Alice;Pressure valve replaced
HCK_EQ002;04/12/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Routine check with no anomalies
HCK_EQ002;04/12/2025;M;Steam pressure and temperature regulators;O;Alice;Feedwater pump maintenance completed
HCK_EQ002;04/12/2025;N;Feedwater system;O;Diana;No issues found during inspection
HCK_EQ002;04/12/2025;P;Combustion system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;04/12/2025;A;Safety devices against overpressure (safety valves);O;Diana;Feedwater pump maintenance completed
HCK_EQ003;04/12/2025;D;Valves;O;Alice;Water quality within acceptable range
HCK_EQ003;04/12/2025;E;Feedwater regulation;O;Alice;Safety valve adjusted
HCK_EQ003;04/12/2025;F;Low-level limiter;O;Alice;Water quality within acceptable range
HCK_EQ003;04/12/2025;G;Steam pressure and temperature;O;Diana;Leak detected and sealed
HCK_EQ003;04/12/2025;H;Pressure limiter;O;Alice;Temperature sensor replaced
HCK_EQ003;04/12/2025;I;Temperature limiter;O;Bob;Safety valve adjusted
HCK_EQ003;04/12/2025;J;Water quality devices;O;Charlie;Safety valve adjusted
HCK_EQ003;04/12/2025;K;Safety system;O;Diana;Temperature sensor replaced
HCK_EQ003;04/12/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Temperature sensor replaced
HCK_EQ003;04/12/2025;M;Steam pressure and temperature regulators;O;Charlie;Water quality within acceptable range
HCK_EQ003;04/12/2025;N;Feedwater system;O;Alice;Routine check with no anomalies
HCK_EQ003;04/12/2025;P;Combustion system;O;Alice;Safety valve adjusted
HCK_EQ004;04/13/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Pressure valve replaced
HCK_EQ004;04/13/2025;D;Valves;O;Alice;Temperature sensor replaced
HCK_EQ004;04/13/2025;E;Feedwater regulation;O;Alice;Pressure valve replaced
HCK_EQ004;04/13/2025;F;Low-level limiter;O;Diana;Calibration performed successfully
HCK_EQ004;04/13/2025;G;Steam pressure and temperature;O;Bob;Calibration performed successfully
HCK_EQ004;04/13/2025;H;Pressure limiter;O;Diana;Safety valve adjusted
HCK_EQ004;04/13/2025;I;Temperature limiter;O;Diana;No issues found during inspection
HCK_EQ004;04/13/2025;J;Water quality devices;O;Alice;Safety valve adjusted
HCK_EQ004;04/13/2025;K;Safety system;O;Alice;Pressure valve replaced
HCK_EQ004;04/13/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Safety valve adjusted
HCK_EQ004;04/13/2025;M;Steam pressure and temperature regulators;O;Charlie;Temperature sensor replaced
HCK_EQ004;04/13/2025;N;Feedwater system;O;Alice;Routine check with no anomalies
HCK_EQ004;04/13/2025;P;Combustion system;O;Charlie;Calibration performed successfully
HCK_EQ001;04/14/2025;A;Safety devices against overpressure (safety valves);O;Diana;Leak detected and sealed
HCK_EQ001;04/14/2025;D;Valves;O;Bob;No issues found during inspection
HCK_EQ001;04/14/2025;E;Feedwater regulation;O;Charlie;Calibration performed successfully
HCK_EQ001;04/14/2025;F;Low-level limiter;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;04/14/2025;G;Steam pressure and temperature;O;Alice;Temperature sensor replaced
HCK_EQ001;04/14/2025;H;Pressure limiter;O;Diana;Water quality within acceptable range
HCK_EQ001;04/14/2025;I;Temperature limiter;O;Alice;Pressure valve replaced
HCK_EQ001;04/14/2025;J;Water quality devices;O;Charlie;Routine check with no anomalies
HCK_EQ001;04/14/2025;K;Safety system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;04/14/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Water quality within acceptable range
HCK_EQ001;04/14/2025;M;Steam pressure and temperature regulators;O;Charlie;Pressure valve replaced
HCK_EQ001;04/14/2025;N;Feedwater system;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;04/14/2025;P;Combustion system;O;Diana;Minor corrosion detected on lower flange
HCK_EQ002;04/15/2025;A;Safety devices against overpressure (safety valves);O;Alice;Calibration performed successfully
HCK_EQ002;04/15/2025;B;Boiler level indicators;T;Alice;Feedwater pump maintenance completed
HCK_EQ002;04/15/2025;C;Discharge devices, continuous and intermittent blowdown;T;Charlie;Pressure valve replaced
HCK_EQ002;04/15/2025;D;Valves;O;Alice;No issues found during inspection
HCK_EQ002;04/15/2025;E;Feedwater regulation;O;Diana;Water quality within acceptable range
HCK_EQ002;04/15/2025;F;Low-level limiter;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ002;04/15/2025;F;Low-level limiter;T;Bob;No issues found during inspection
HCK_EQ002;04/15/2025;G;Steam pressure and temperature;O;Alice;Safety valve adjusted
HCK_EQ002;04/15/2025;H;Pressure limiter;O;Diana;Routine check with no anomalies
HCK_EQ002;04/15/2025;H;Pressure limiter;T;Bob;Water quality within acceptable range
HCK_EQ002;04/15/2025;I;Temperature limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ002;04/15/2025;I;Temperature limiter;T;Diana;Calibration performed successfully
HCK_EQ002;04/15/2025;J;Water quality devices;O;Bob;Safety valve adjusted
HCK_EQ002;04/15/2025;K;Safety system;O;Diana;Routine check with no anomalies
HCK_EQ002;04/15/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Safety valve adjusted
HCK_EQ002;04/15/2025;M;Steam pressure and temperature regulators;O;Diana;Safety valve adjusted
HCK_EQ002;04/15/2025;N;Feedwater system;O;Alice;Pressure valve replaced
HCK_EQ002;04/15/2025;N;Feedwater system;T;Bob;Water quality within acceptable range
HCK_EQ002;04/15/2025;O;Feedwater and boiler water quality;T;Diana;Minor corrosion detected on lower flange
HCK_EQ002;04/15/2025;P;Combustion system;O;Diana;Pressure valve replaced
HCK_EQ003;04/15/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Routine check with no anomalies
HCK_EQ003;04/15/2025;D;Valves;O;Charlie;Pressure valve replaced
HCK_EQ003;04/15/2025;E;Feedwater regulation;O;Diana;Safety valve adjusted
HCK_EQ003;04/15/2025;F;Low-level limiter;O;Diana;No issues found during inspection
HCK_EQ003;04/15/2025;G;Steam pressure and temperature;O;Diana;Leak detected and sealed
HCK_EQ003;04/15/2025;H;Pressure limiter;O;Diana;Water quality within acceptable range
HCK_EQ003;04/15/2025;I;Temperature limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;04/15/2025;J;Water quality devices;O;Diana;No issues found during inspection
HCK_EQ003;04/15/2025;K;Safety system;O;Charlie;Temperature sensor replaced
HCK_EQ003;04/15/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Temperature sensor replaced
HCK_EQ003;04/15/2025;M;Steam pressure and temperature regulators;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;04/15/2025;N;Feedwater system;O;Diana;Routine check with no anomalies
HCK_EQ003;04/15/2025;P;Combustion system;O;Bob;No issues found during inspection
HCK_EQ004;04/16/2025;A;Safety devices against overpressure (safety valves);O;Bob;Water quality within acceptable range
HCK_EQ004;04/16/2025;D;Valves;O;Bob;Calibration performed successfully
HCK_EQ004;04/16/2025;E;Feedwater regulation;O;Alice;No issues found during inspection
HCK_EQ004;04/16/2025;F;Low-level limiter;O;Alice;No issues found during inspection
HCK_EQ004;04/16/2025;G;Steam pressure and temperature;O;Bob;Routine check with no anomalies
HCK_EQ004;04/16/2025;H;Pressure limiter;O;Charlie;Calibration performed successfully
HCK_EQ004;04/16/2025;I;Temperature limiter;O;Diana;Pressure valve replaced
HCK_EQ004;04/16/2025;J;Water quality devices;O;Alice;Pressure valve replaced
HCK_EQ004;04/16/2025;K;Safety system;O;Diana;No issues found during inspection
HCK_EQ004;04/16/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;No issues found during inspection
HCK_EQ004;04/16/2025;M;Steam pressure and temperature regulators;O;Alice;Routine check with no anomalies
HCK_EQ004;04/16/2025;N;Feedwater system;O;Alice;Pressure valve replaced
HCK_EQ004;04/16/2025;P;Combustion system;O;Bob;Safety valve adjusted
HCK_EQ001;04/17/2025;A;Safety devices against overpressure (safety valves);O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;04/17/2025;D;Valves;O;Diana;Pressure valve replaced
HCK_EQ001;04/17/2025;E;Feedwater regulation;O;Alice;Temperature sensor replaced
HCK_EQ001;04/17/2025;F;Low-level limiter;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;04/17/2025;G;Steam pressure and temperature;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/17/2025;H;Pressure limiter;O;Bob;Calibration performed successfully
HCK_EQ001;04/17/2025;I;Temperature limiter;O;Charlie;Safety valve adjusted
HCK_EQ001;04/17/2025;J;Water quality devices;O;Charlie;Routine check with no anomalies
HCK_EQ001;04/17/2025;K;Safety system;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;04/17/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Temperature sensor replaced
HCK_EQ001;04/17/2025;M;Steam pressure and temperature regulators;O;Alice;No issues found during inspection
HCK_EQ001;04/17/2025;N;Feedwater system;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;04/17/2025;P;Combustion system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ002;04/18/2025;A;Safety devices against overpressure (safety valves);O;Diana;No issues found during inspection
HCK_EQ002;04/18/2025;D;Valves;O;Diana;Temperature sensor replaced
HCK_EQ002;04/18/2025;E;Feedwater regulation;O;Diana;Feedwater pump maintenance completed
HCK_EQ002;04/18/2025;F;Low-level limiter;O;Bob;Routine check with no anomalies
HCK_EQ002;04/18/2025;G;Steam pressure and temperature;O;Diana;Minor corrosion detected on lower flange
HCK_EQ002;04/18/2025;H;Pressure limiter;O;Alice;Safety valve adjusted
HCK_EQ002;04/18/2025;I;Temperature limiter;O;Bob;Feedwater pump maintenance completed
HCK_EQ002;04/18/2025;J;Water quality devices;O;Charlie;Water quality within acceptable range
HCK_EQ002;04/18/2025;K;Safety system;O;Alice;No issues found during inspection
HCK_EQ002;04/18/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Minor corrosion detected on lower flange
HCK_EQ002;04/18/2025;M;Steam pressure and temperature regulators;O;Diana;Temperature sensor replaced
HCK_EQ002;04/18/2025;N;Feedwater system;O;Diana;Minor corrosion detected on lower flange
HCK_EQ002;04/18/2025;P;Combustion system;O;Diana;Water quality within acceptable range
HCK_EQ003;04/18/2025;A;Safety devices against overpressure (safety valves);O;Bob;Safety valve adjusted
HCK_EQ003;04/18/2025;D;Valves;O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;04/18/2025;E;Feedwater regulation;O;Alice;Temperature sensor replaced
HCK_EQ003;04/18/2025;F;Low-level limiter;O;Diana;No issues found during inspection
HCK_EQ003;04/18/2025;G;Steam pressure and temperature;O;Diana;Calibration performed successfully
HCK_EQ003;04/18/2025;H;Pressure limiter;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;04/18/2025;I;Temperature limiter;O;Bob;Calibration performed successfully
HCK_EQ003;04/18/2025;J;Water quality devices;O;Charlie;Calibration performed successfully
HCK_EQ003;04/18/2025;K;Safety system;O;Alice;Leak detected and sealed
HCK_EQ003;04/18/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Safety valve adjusted
HCK_EQ003;04/18/2025;M;Steam pressure and temperature regulators;O;Bob;Leak detected and sealed
HCK_EQ003;04/18/2025;N;Feedwater system;O;Charlie;Leak detected and sealed
HCK_EQ003;04/18/2025;P;Combustion system;O;Bob;Leak detected and sealed
HCK_EQ004;04/19/2025;A;Safety devices against overpressure (safety valves);O;Alice;Leak detected and sealed
HCK_EQ004;04/19/2025;D;Valves;O;Diana;Minor corrosion detected on lower flange
HCK_EQ004;04/19/2025;E;Feedwater regulation;O;Diana;Water quality within acceptable range
HCK_EQ004;04/19/2025;F;Low-level limiter;O;Alice;Routine check with no anomalies
HCK_EQ004;04/19/2025;G;Steam pressure and temperature;O;Diana;Calibration performed successfully
HCK_EQ004;04/19/2025;H;Pressure limiter;O;Charlie;Water quality within acceptable range
HCK_EQ004;04/19/2025;I;Temperature limiter;O;Alice;Calibration performed successfully
HCK_EQ004;04/19/2025;J;Water quality devices;O;Bob;Water quality within acceptable range
HCK_EQ004;04/19/2025;K;Safety system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ004;04/19/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Feedwater pump maintenance completed
HCK_EQ004;04/19/2025;M;Steam pressure and temperature regulators;O;Alice;Temperature sensor replaced
HCK_EQ004;04/19/2025;N;Feedwater system;O;Bob;Safety valve adjusted
HCK_EQ004;04/19/2025;P;Combustion system;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/20/2025;A;Safety devices against overpressure (safety valves);O;Bob;Water quality within acceptable range
HCK_EQ001;04/20/2025;D;Valves;O;Charlie;Routine check with no anomalies
HCK_EQ001;04/20/2025;E;Feedwater regulation;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/20/2025;F;Low-level limiter;O;Charlie;Pressure valve replaced
HCK_EQ001;04/20/2025;G;Steam pressure and temperature;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;04/20/2025;H;Pressure limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/20/2025;I;Temperature limiter;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;04/20/2025;J;Water quality devices;O;Alice;Water quality within acceptable range
HCK_EQ001;04/20/2025;K;Safety system;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;04/20/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;04/20/2025;M;Steam pressure and temperature regulators;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;04/20/2025;N;Feedwater system;O;Bob;Water quality within acceptable range
HCK_EQ001;04/20/2025;P;Combustion system;O;Bob;Safety valve adjusted
HCK_EQ002;04/21/2025;A;Safety devices against overpressure (safety valves);O;Bob;Calibration performed successfully
HCK_EQ002;04/21/2025;D;Valves;O;Charlie;Temperature sensor replaced
HCK_EQ002;04/21/2025;E;Feedwater regulation;O;Diana;Calibration performed successfully
